Date,Healthcare,Financial,Energy,Utilities,IT,Consumer Discretionary,Consumer staples,Industrials,Telecom,Materials,30 YEAR,Federal funds rate,CPIAUCSL,unemploymentRATE regular,5-year treasury rate,exchange rate,real disposable personal income,PCE,industrail production,import,export,M1,Usrecession,M2,Nominal GDP ,Real GDP
1992/1/1,124.4,82.78,92.5,111.55,69.3,83.7412,96.96,84.89,88.73,81.67,7.401,4.43,138.3,7.3,6.24,74.4082,25913,4101.9,63.8916,94,95.7,909.1,0,3378.7,6329.255,9066.389
1992/2/1,115.58,81.31,87.82,104.68,73.28,85.5786,93.95,85.49,84.4,83.01,7.758,4.03,138.6,7.4,6.58,75.6435,26019,4116.8,64.3381,94,96.3,923.8,0,3398.4,6376.538,9112.924
1992/3/1,113.76,84.15,86.16,102.34,76.58,89.3404,93.81,87.55,81.95,85.08,7.789,4.06,139.1,7.4,6.95,77.3368,26029,4134.3,64.902,93.9,96.2,935.2,0,3403.3,6436.601,9189.205
1992/4/1,107.93,82.55,83.35,101.53,72.76,88.0847,92.65,85.11,81.93,85.45,7.958,3.98,139.4,7.4,6.78,77.4242,26077,4149,65.3746,93.6,96.4,943.4,0,3399.4,6464.839,9196.019
1992/5/1,107.36,83.42,91.84,104.13,73.65,88.6465,93.39,86.99,88.49,90.45,8.036,3.73,139.7,7.6,6.69,77.0866,26178,4176.1,65.5902,94,96.7,949.5,0,3398.5,6450.007,9163.348
1992/6/1,107.33,84.88,94.24,106.44,72.41,88.4783,94.34,85.89,85.72,89.73,7.837,3.82,140.1,7.8,6.48,76.2443,26259,4195,65.6132,94.8,96.5,954,0,3393.8,6562.05,9310.911
1992/7/1,102.15,86.47,91.56,106.37,71.16,88.0721,91.62,83.21,87.09,87.35,7.78,3.76,140.5,7.7,5.84,75.3025,26207,4223,66.1891,95.3,96.6,962.8,0,3393.5,6578.982,9318.62
1992/8/1,108.43,88.64,95.59,113.44,72.84,90.1744,96.8,84.92,92.77,88.57,7.458,3.25,140.8,7.6,5.6,75.1183,26262,4239.3,65.8651,95.7,96.3,972.8,0,3397.5,6577.723,9299.682
1992/9/1,104.45,84.68,97.47,111.24,67.62,87.7921,97.52,81.63,91.56,83.69,7.409,3.3,141.1,7.6,5.38,75.8731,26099,4273.9,66.0268,95.9,96.6,987.3,0,3409.4,6602.939,9321.022
1992/10/1,98.74,87.55,97.22,111.46,68.39,89.8032,98.93,84.68,92.75,83.75,7.381,3.22,141.7,7.3,5.6,77.5271,25901,4303.5,66.511,96.6,96.3,1001.8,0,3421.1,6658.816,9376.473
1992/11/1,101.3,89.58,92.47,110.64,68.1,91.6139,98.81,84.78,91.74,85.14,7.626,3.1,142.1,7.4,6.04,80.1583,25886,4319.5,66.8027,96,96.2,1015.2,0,3426.4,6688.032,9392.599
1992/12/1,103.89,95.26,89.62,109.55,71.53,97.9879,100.66,88.64,93.73,86.8,7.597,3.09,142.3,7.4,6.08,80.8499,26776,4355.6,66.8587,94.4,96.3,1024.6,0,3424.6,6745.811,9450.024
1993/1/1,101.91,99.13,90.33,111.94,69.7,98.3652,99.9,90.64,98.5,87.55,7.396,2.92,142.8,7.3,5.83,82.0023,26250,4359.7,67.1432,94.3,96.4,1029.9,0,3417.5,6737.182,9416.815
1993/2/1,93.65,102.35,92.42,115.16,74.68,102.0572,97.59,91.24,99.25,87.67,7.197,3.02,143.1,7.1,5.43,82.5443,26317,4374.3,67.4314,94.2,96.7,1032.6,0,3413,6753.573,9433.611
1993/3/1,86.83,104.35,96.7,122.06,77.13,101.5754,96.75,91.78,105.85,88.6,6.897,3.03,143.3,7,5.19,82.4072,26205,4371.4,67.3651,94.7,96.6,1037.4,0,3410.6,6753.792,9421.231
1993/4/1,87.4,108.2,100.25,123.2,76.8,104.3681,96.76,94.13,108.29,88.74,6.926,3.07,143.8,7.1,5.13,81.5063,26299,4412.4,67.5583,95.2,96.8,1046,0,3408.1,6789.041,9445.196
1993/5/1,89.06,104.49,101.58,122.5,73.89,98.2348,88,94.8,105,90.65,6.933,2.96,144.2,7.1,5.2,81.8694,26227,4441.3,67.3459,95.5,97.1,1064.6,0,3435.3,6840.219,9490.993
1993/6/1,90.87,104.05,102.79,121.67,80.64,102.4211,89.48,96.78,108.38,92.17,6.98,3,144.3,7,5.22,82.7197,26146,4458.8,67.4753,95,96.9,1074.9,0,3442.1,6859.522,9503.574
1993/7/1,87.49,109.14,101.7,125.37,78.58,99.9907,89.18,97.38,113.79,89.65,6.672,3.04,144.5,6.9,5.09,84.0634,26178,4487.7,67.6707,94.5,97,1083.6,0,3440.5,6854.731,9472.971
1993/8/1,80.75,111.09,102.61,127.79,73.78,101.4128,85.97,98.09,115.27,89.9,6.564,3.06,144.8,6.8,5.03,84.242,26185,4499.9,67.5985,94.4,97,1093.2,0,3444.5,6896.522,9514.374
1993/9/1,83.78,113.8,105.9,132.06,79.45,104.3808,89.1,101.4,119.78,92.01,6.092,3.03,145,6.7,4.73,84.4005,26088,4530.5,67.9241,94.5,96.9,1103.6,0,3451.2,6961.413,9591.11
1993/10/1,82.83,115.71,106.69,130.27,79.76,103.6929,86.77,99.59,117.67,88.09,6.025,3.09,145.6,6.8,4.71,85.4585,25919,4552,68.439,94.9,96.9,1111.1,0,3453.7,6962.292,9574.403
1993/11/1,87.37,108.85,105.82,127.27,81.81,111.3091,92.68,100.6,117.85,91.57,5.97,2.99,146,6.6,5.06,86.6715,25967,4573.4,68.7289,94.4,97,1123.3,0,3468.1,7051.233,9675.396
1993/12/1,89.29,104.95,99.43,119.8,82.82,112.4968,92.91,101.04,111.15,93.76,6.301,3.02,146.3,6.5,5.15,87.518,26827,4590.7,69.0884,93.5,97.3,1129.8,0,3474.7,7085.007,9710.165
1994/1/1,90.72,106.81,100.4,120.71,83.96,110.9579,93.63,105,109.18,96.79,6.348,2.96,146.3,6.6,5.09,90.388,26307,4604.8,69.3476,93.5,98,1131.2,0,3472.9,7094.759,9712.732
1994/2/1,91.05,112.27,105.12,119.11,88.14,113.973,93.91,109.55,112.81,104.47,6.238,3.05,146.7,6.6,5.4,90.4705,26344,4652.3,69.3617,93.9,98,1136.3,0,3474.5,7143.622,9757.59
1994/3/1,85.42,106.02,101.29,111.8,90.5,112.8392,92.93,107.32,106.11,101.46,6.661,3.25,147.1,6.5,5.94,90.9911,26403,4665.4,70.0831,94,98.2,1139.7,0,3479.1,7170.395,9773.579
1994/4/1,80.42,101.53,96.94,105.71,87.46,106.4778,89.04,102.27,102.77,97.11,7.092,3.34,147.2,6.4,6.52,91.6541,26384,4690.7,70.4425,94.7,98.2,1141.4,0,3478.4,7209.595,9811.356
1994/5/1,82.94,104.79,101.43,106.63,84.05,106.1284,91.18,101.1,105.05,97.03,7.307,3.56,147.5,6.1,6.78,91.7219,26676,4689.2,70.824,95.5,98.5,1143.1,0,3489.3,7314.672,9936.134
1994/6/1,87.72,110.13,101.25,100.8,86.92,105.6367,89.86,101.71,106.72,101,7.428,4.01,147.9,6.1,6.7,92.0166,26597,4728.8,71.2811,96.3,98.5,1145.4,0,3478.1,7285.274,9896.156
1994/7/1,85.11,106.68,98.63,97.21,81.78,103.0254,87.53,98.96,107.54,98.1,7.608,4.25,148.4,6.1,6.91,90.8465,26591,4740.8,71.3953,97.2,98.7,1149.4,0,3484.3,7319.854,9911.368
1994/8/1,86.18,108.96,103.35,101.94,85.19,105.4209,90.78,102.41,109.16,102.86,7.396,4.26,149,6,6.88,90.84,26600,4783,71.8011,97.6,98.9,1150.9,0,3485,7372.479,9972.016
1994/9/1,95.9,112.51,102.07,101.82,93.82,106.9172,97.07,105.09,109.53,108.81,7.451,4.47,149.3,5.9,7.08,90.0052,26682,4795.5,72.0617,97.2,99.1,1152.6,0,3484.7,7364.431,9935.093
1994/10/1,97.69,104.12,99.06,98.97,92.1,102.5186,96.76,100.69,107.25,108.69,7.817,4.73,149.4,5.8,7.4,89.5426,26901,4833.3,72.6829,97.9,99.7,1149.9,0,3481.7,7450.64,10030.536
1994/11/1,98.67,105.6,107.07,100.55,100.34,103.0115,99.74,102.12,106.35,104.86,7.97,4.76,149.8,5.6,7.72,89.9678,26867,4846,73.1379,98.5,100.4,1150.9,0,3484.8,7452.453,10023.343
1994/12/1,99.37,99.1,101.22,100.04,98.09,100.2293,98.49,95.58,99.54,96.62,7.999,5.29,150.1,5.5,7.78,92.0418,26967,4862.3,73.8818,98.4,101.1,1151.6,0,3485.2,7526.89,10103.224
1995/1/1,100,100,100,100,100,100,100,100,100,100,7.881,5.45,150.5,5.6,7.76,94.0871,27056,4871.9,74.0142,98.7,101.9,1150.6,0,3487.7,7564.871,10129.236
1995/2/1,106.37,106.08,101.81,106.19,99.91,100.6469,102.05,101.92,104.64,96.04,7.698,5.53,150.9,5.4,7.37,93.6275,27094,4871.7,73.9247,99.4,102.5,1147.5,0,3486.9,7510.798,10040.101
1995/3/1,107.6,111.67,104.99,106.29,106.58,104.0632,104.97,107.29,105.24,102.21,7.443,5.92,151.2,5.4,7.05,92.738,27137,4906.5,74.0284,99.9,103,1147.5,0,3488.6,7560.219,10090.789
1995/4/1,110.58,111.81,110.34,103.89,111.95,107.2018,108,110.84,105.48,107.65,7.431,5.98,151.8,5.8,6.86,90.1488,26904,4911.5,74.014,100.9,104,1148,0,3491.5,7562.2,10075.017
1995/5/1,113.34,115.56,113.33,106.77,123.73,105.764,111.06,114.24,107.74,109,7.336,6.05,152.1,5.6,6.41,90.1369,27142,4954.4,74.2239,101.8,104.3,1146.1,0,3517.6,7584.493,10099.082
1995/6/1,115.94,124.22,116.72,113.77,128.43,110.4808,115.84,116.74,106.98,112.23,6.649,6.01,152.4,5.6,5.93,90.3097,27196,4999,74.4807,101.4,104.5,1144.8,0,3544.6,7668.076,10191.773
1995/7/1,120.74,124.68,112.48,112.06,140.02,113.3938,117.71,118.58,109.92,116.34,6.617,6,152.6,5.7,6.01,90.3452,27221,4991.8,74.1902,101.1,104.8,1144.9,0,3562.4,7652.889,10149.83
1995/8/1,126.33,128.01,116.16,111.68,148.62,117.1346,117.7,123.87,113.7,119.47,6.846,5.85,152.9,5.7,6.24,92.4834,27213,5027.1,75.1211,100.8,104.3,1145.8,0,3584.9,7696.812,10196.614
1995/9/1,125.82,134.91,111.76,110.38,148.25,114.5146,117.13,122.47,118.85,118.73,6.647,5.74,153.1,5.6,6,93.8448,27270,5042.5,75.4216,100.8,104.4,1143.4,0,3597.3,7769.893,10279.414
1995/10/1,136.66,143.26,113.88,116.92,147.24,115.9436,125.67,125.42,128.35,119.11,6.501,5.8,153.5,5.5,5.86,93.6617,27273,5035.9,75.3448,100.4,104.5,1136.7,0,3608.4,7773.744,10253.036
1995/11/1,140.3,138.75,114.05,118.33,152.77,110.3707,128.86,124.08,129.28,111.55,6.328,5.76,153.7,5.6,5.69,94.8835,27321,5077.8,75.531,100.6,104.5,1135.2,0,3616.2,7775.647,10252.317
1995/12/1,146.9,148.41,118.48,118.85,146.93,117.2302,134.4,132.63,132.2,118.42,6.131,5.8,153.9,5.6,5.51,95.567,27331,5120.1,75.8317,101,104.4,1126.6,0,3623.9,7849.088,10338.212
1996/1/1,154.5,149.64,125.97,125.19,138.77,118.187,136.22,135.93,137.33,117.29,5.948,5.6,154.7,5.6,5.36,96.4501,27353,5108.9,75.3347,101.2,104.9,1124.7,0,3642.4,7865.532,10327.074
1996/2/1,162.88,157.12,125.77,127.4,144.25,120.5817,140.18,140.25,139.65,124.96,6.028,5.56,155,5.5,5.38,96.6093,27542,5156.1,76.5148,101,104.7,1118.2,0,3655.8,7877.094,10331.221
1996/3/1,160.08,159.74,125.98,122.66,153.32,122.4824,142.41,141.89,134.29,124.46,6.469,5.22,155.5,5.5,5.97,96.6007,27608,5196.4,76.4339,101.6,104.6,1121.4,0,3681.7,7936.812,10387.835
1996/4/1,159.9,161.3,131.95,121.18,145.98,127.4539,140.41,145.32,130.56,132.28,6.667,5.31,156.1,5.6,6.3,96.8903,27424,5231.6,77.1163,102.5,105.2,1125.4,0,3693.6,8053.248,10537.447
1996/5/1,156.79,158.08,135.39,118.46,160.41,130.4495,140.15,147.98,133.53,132.71,6.906,5.22,156.4,5.6,6.48,97.3537,27747,5247.2,77.695,101.8,105.6,1117.2,0,3704.8,8038.523,10496.092
1996/6/1,162.91,161.16,135.86,119.41,165.09,134.2656,148.32,151.27,132.79,130.85,6.989,5.24,156.7,5.3,6.69,97.8128,27884,5253.7,78.3435,100.7,105.4,1114.2,0,3715.7,8092.834,10554.618
1996/7/1,165.77,162.61,137.05,125.39,159.84,131.7284,153.98,151.48,133.58,124.26,6.871,5.27,157,5.5,6.64,97.6823,27780,5275.8,78.208,100.6,104.9,1113.7,0,3731.4,8127.66,10598.396
1996/8/1,157.55,158.91,131.77,117.08,152.03,122.5487,149.88,144.45,122.81,121.05,6.97,5.4,157.2,5.1,6.39,97.26,27816,5299,78.6658,100.7,104.7,1102.9,0,3740.4,8151.431,10614.942
1996/9/1,163.16,163.95,133.55,118.92,157.39,126.6484,148.1,148.19,118.71,124.48,7.118,5.22,157.7,5.2,6.6,97.7927,27851,5320,79.1997,101.8,103.9,1096.4,0,3747.2,8198.038,10666.743
1996/10/1,176.32,174.81,138.27,119.43,174.65,129.4278,156.39,157.6,119.75,129.76,6.923,5.3,158.2,5.2,6.27,98.2434,27817,5351.5,79.1389,102.4,103.6,1086.2,0,3762.4,8277.605,10748.817
1996/11/1,177.56,187.46,146.67,124.97,176.55,130.422,158.72,160.14,122.11,130.65,6.642,5.24,158.7,5.4,5.97,97.8598,27862,5375,79.8221,102.2,103.2,1083.8,0,3780.7,8310.436,10761.932
1996/12/1,192.12,205.11,152.91,126.79,204.27,136.4192,167.22,171.24,130.17,136.72,6.35,5.31,159.1,5.4,6.07,98.9296,27935,5401.7,80.3307,102.5,103.2,1081.4,0,3803.5,8273.193,10706.077
1997/1/1,183.49,197.34,153.35,125.41,198.81,130.655,167.8,166.83,134.33,132.99,6.641,5.29,159.4,5.3,6.33,100,28003,5434.9,80.4255,102.2,103.3,1081.8,0,3819.4,8347.407,10714.259
1997/2/1,203.28,213.25,160.9,125.77,225.41,133.7088,177.55,171.89,137.4,136.34,6.789,5.25,159.7,5.2,6.2,101.8516,28062,5457.7,81.4045,101.2,103.5,1079.3,0,3830.4,8426.081,10879.983
1997/3/1,205.85,221.31,153.48,124.18,209.61,137.6812,185.42,171.59,142.8,139.67,6.802,5.19,159.8,5.2,6.54,102.6546,28165,5477.6,81.9717,100,103.6,1072.6,0,3845.4,8432.692,10868.157
1997/4/1,191.72,205.24,161.04,119.66,200.57,135.0712,174.78,166.4,131.11,133.41,7.095,5.39,159.9,5.1,6.76,103.452,28157,5482.8,82.0209,98.8,103.6,1064,0,3862.5,8547.016,10972.836
1997/5/1,207.26,219.56,162.6,117.32,223.05,140.3173,188.22,176.12,135.28,136.71,6.957,5.51,159.9,4.9,6.57,102.4414,28245,5484.3,82.5095,98.8,103.4,1063.5,0,3871.9,8509.934,10937.32
1997/6/1,219.55,229.46,173.21,121.69,241.78,146.6231,197.47,188.95,142.84,144.71,6.905,5.5,160.2,5,6.38,102.0955,28305,5518.2,82.9253,98.8,103.2,1066,0,3889.7,8598.87,11041.944
1997/7/1,239.79,241.83,179.41,124.87,245.95,151.4715,204.06,199.79,146.64,149.72,6.785,5.56,160.4,4.9,6.12,103.2968,28387,5573,83.5464,98.5,103.2,1064.9,0,3907.4,8651.512,11087.571
1997/8/1,244.24,270.21,191.49,127.19,292.64,163.18,211.65,212.97,147.59,162.32,6.298,5.52,160.8,4.8,6.16,105.1786,28500,5611.8,84.434,98.4,103.2,1075.5,0,3937.3,8684.816,11119.401
1997/9/1,224.58,249.76,185.25,124.04,283.34,157.3302,192.11,199.63,140.99,154.23,6.611,5.54,161.2,4.9,6.11,105.6641,28546,5625.6,85.1978,98.4,102.9,1067.7,0,3958,8738.941,11164.627
1997/10/1,237.29,269.55,197.44,128.79,292.44,165.3382,200.86,209.02,153.64,155.58,6.399,5.54,161.5,4.7,5.93,106.2741,28650,5661.2,85.9177,98.6,102.5,1064.6,0,3975.8,8772.355,11195.994
1997/11/1,239.44,263.5,192.05,129.59,265.49,161.7154,196.74,194.69,157.95,141.89,6.153,5.5,161.7,4.6,5.8,108.0039,28800,5685.2,86.6748,98.1,102.5,1071.3,0,3995.6,8758.798,11172.35
1997/12/1,249.52,273.63,188.01,138.57,272.01,168.7222,211.25,206.8,179.1,143.13,6.054,5.52,161.8,4.7,5.77,112.2393,28936,5716.4,86.9454,97.2,102,1071.5,0,4015.8,8833.807,11262.238
1998/1/1,259.92,286.91,187.1,148.5,254.73,172.8829,219.01,208.55,184.21,141.37,5.923,5.5,162,4.6,5.42,115.9906,29174,5714.4,87.3838,95.9,101.3,1075,0,4039.5,8796.049,11205.078
1998/2/1,277.79,278.32,176.88,142.17,276.15,175.0749,214.33,210.24,194.08,140.4,5.8,5.56,162,4.6,5.49,114.4475,29341,5748.4,87.482,95,101,1076.6,0,4066.9,8917.632,11358.919
1998/3/1,292.68,304.08,188.48,146.22,304.83,192.1621,227.4,223.36,194.47,148.19,5.923,5.5,162,4.7,5.61,114.1786,29487,5775,87.552,94.1,100.7,1077.2,0,4097.3,8955.514,11399.306
1998/4/1,303.08,321.03,196.39,155.21,309.47,204.1607,237.95,235.56,215.2,156.09,5.933,5.49,162.2,4.3,5.61,113.9345,29555,5812.9,87.854,93.9,100.3,1076.3,0,4123.9,8950.656,11383.549
1998/5/1,310.02,325.82,203.23,151.19,326.59,208.8456,230.72,230.74,204.12,161.93,5.949,5.45,162.6,4.4,5.63,114.8202,29647,5863.3,88.4226,93.7,100.4,1079.4,0,4143.8,8977.526,11406.327
1998/6/1,303.47,317.65,195.64,149.91,305.93,215.6774,234.25,223.03,202.63,156.75,5.802,5.49,162.8,4.5,5.52,117.3693,29785,5897.2,87.8558,93.1,99.9,1076.2,0,4167.1,9056.032,11502.839
1998/7/1,325.2,330.52,193.13,155.08,335.89,224.4729,243.22,226.94,206.18,150.27,5.627,5.56,163.2,4.5,5.46,117.6859,29808,5915.6,87.5421,92.3,99.5,1074.7,0,4187.4,9075.208,11496.242
1998/8/1,326.46,330.11,181.92,146.94,350.48,223.0341,232.01,215.9,214.36,137.71,5.713,5.54,163.4,4.5,5.27,119.6039,29873,5951,89.3341,92,99,1076.3,0,4210.7,9125.129,11547.518
1998/9/1,289.47,253.7,160.75,149.61,293,188.6239,204.44,187.48,194.13,119.4,5.267,5.55,163.5,4.6,4.62,118.2007,29933,5991.8,89.1794,92.2,98.5,1079.5,0,4249.7,9239.226,11697.409
1998/10/1,323.23,258.39,182.77,160.89,331.83,186.952,204.86,193.59,215.5,126.67,4.978,5.51,163.9,4.5,4.18,115.0699,29953,6025.8,89.8907,92.3,98.4,1085.3,0,4285.4,9296.911,11753.443
1998/11/1,334.5,289.12,184.92,157.44,354.04,208.3886,235.43,212.11,231.59,130.96,5.157,5.07,164.1,4.4,4.54,115.0556,30047,6042.7,89.8458,91.8,98.6,1094.1,0,4327,9339.277,11791.444
1998/12/1,354.59,308.58,185.45,159.12,394.69,224.0837,245.27,220.21,242.11,135.21,5.063,4.83,164.4,4.4,4.45,114.3004,30071,6098.2,90.1893,91,98.5,1093.9,0,4356.5,9340.762,11766.513
1999/1/1,369.84,314.38,183.44,163.39,452.51,241.2688,249.4,227.93,274.95,130.09,5.095,4.68,164.7,4.3,4.6,114.4694,30162,6099.1,90.6043,91.3,98.5,1099.8,0,4381.5,9391.969,11802.218
1999/2/1,368.27,320.57,170.06,155.89,530.69,254.8239,243.69,231.54,297.53,127.02,5.086,4.63,164.7,4.4,4.91,116.0621,30238,6128.2,91.0816,91.2,98.3,1097.3,0,4406,9446.765,11865.904
1999/3/1,371.27,324.46,168.33,149.3,465.45,255.1936,233.32,227.32,289.58,128,5.576,4.76,164.8,4.2,5.14,117.4556,30248,6159.7,91.235,91.5,97.9,1096.5,0,4413.6,9502.575,11925.266
1999/4/1,379.77,336.32,192.89,146.39,507.55,266.4461,228.15,236.25,283.23,131.07,5.625,4.81,165.9,4.3,5.08,116.8527,30162,6223.6,91.4677,92.4,98.1,1100.1,0,4442.1,9527.481,11929.687
1999/5/1,354.26,358.64,220.88,158.52,513.17,273.2903,230.68,256.37,293.87,162.59,5.662,4.74,166,4.2,5.44,116.6283,30195,6253.4,92.1525,93.1,98.2,1104.1,0,4465,9567.209,11980.263
1999/6/1,343.73,338.35,214.26,167.87,506.62,261.3951,231.12,248.64,299.43,149.87,5.828,4.74,166,4.3,5.81,117.2629,30267,6281.9,92.0042,92.9,98.2,1100.1,0,4488.2,9576.325,11977.116
1999/7/1,359.21,351.79,216.1,161.45,566.61,276.9181,228.26,264.93,319.82,157.31,5.963,4.76,166.7,4.3,5.68,117.3426,30268,6309.5,92.5769,93.8,98.1,1098.2,0,4512.9,9686.288,12095.114
1999/8/1,339.18,329.45,218.76,159.08,562.7,260.6776,226.06,254.97,312.26,154.81,6.103,4.99,167.1,4.2,5.84,116.2866,30364,6354.8,92.9517,94.8,98.4,1099.3,0,4531.6,9685.462,12085.675
1999/9/1,350.18,313.96,221.32,160.04,597.16,251.5074,221.91,252.26,281.96,148.27,6.059,5.07,167.8,4.2,5.8,115.6093,30310,6407.4,92.5954,95.8,98.5,1095.8,0,4547.4,9765.09,12157.919
1999/10/1,321.55,297.14,212.33,151.85,594.47,252.6919,198.76,251.03,295.08,143.72,6.05,5.22,168.1,4.1,6.03,115.0942,30468,6431.2,93.8128,96,98.8,1103.1,0,4567.6,9845.192,12237.159
1999/11/1,356.87,346.17,209.23,153.63,605,270.4906,212.96,256.97,318.15,146.87,6.163,5.2,168.4,4.1,5.97,115.3718,30655,6467.2,94.2587,96.7,99,1109.5,0,4590.5,9915.262,12310.633
1999/12/1,358.92,328.84,212.21,141.63,673.12,273.0785,215.68,248.21,330.62,144.52,6.293,5.42,168.8,4,6.19,115.4366,30879,6568.2,94.9777,97.4,99,1119.8,0,4615.9,10017.849,12421.486
2000/1/1,326.78,321.72,212.72,142.43,807.44,299.3063,208.05,273.38,322.81,159.96,6.477,5.3,169.3,4,6.58,115.2326,31111,6564.7,94.9864,97.8,99.2,1124.7,0,4649.8,9954.657,12294.895
